odhf_index,facility_name,source_facility_type,odhf_facility_type,provider,address,postal_code,city,province,csd_name,csd_uid,latitude,longitude,source_url
1429,River Road Residence,,Nursing and residential care facilities,Province of British Columbia,20972 river rd maple ridge bc v2x 1z9,V2X 1Z9,maple ridge,BC,Maple Ridge,5915075.0,49.211737899999996,-122.64039650000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1430,Riverview Hospital,psychiatric,Hospitals,Public Health Agency of Canada,2601 lougheed hwy. coquitlam bc v3c 4j2,V3C 4J2,coquitlam,BC,Coquitlam,5915034.0,49.2508389,-122.80617099999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1431,Roalshary,,Nursing and residential care facilities,Province of British Columbia,558 73 ave grand forks bc v0h 1h0,V0H 1H0,grand forks,BC,Grand Forks,5905032.0,49.031426,-118.441395,https://www.statcan.gc.ca/en/lode/databases/odhf
1432,Robinson Group Home,,Nursing and residential care facilities,Province of British Columbia,8400 robinson rd richmond bc v6y 1b5,V6Y 1B5,richmond,BC,Richmond,5915015.0,49.149099799999995,-123.13037179999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1433,Robson Medical Centre,,Ambulatory health care services,Province of British Columbia,238 robson street vancouver bc v6b 6a1,V6B 6A1,vancouver,BC,Vancouver,5915022.0,49.278437,-123.115388,https://www.statcan.gc.ca/en/lode/databases/odhf
1434,Rocky Mountain Care Village,,Nursing and residential care facilities,Province of British Columbia,55 cokato rd fernie bc v0b 1m0,V0B 1M0,fernie,BC,Fernie,5901012.0,49.4923849,-115.06665919999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1435,Rosecliffe Residence,,Nursing and residential care facilities,Province of British Columbia,5527 shorncliffe ave sechelt bc v0n 3a7,V0N 3A7,sechelt,BC,Sechelt,5929011.0,49.472898799999996,-123.76496429999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1436,Rosedale Medical Associates,,Ambulatory health care services,Province of British Columbia,200-13009 rosedale avenue summerland bc v0h 1z0,V0H 1Z0,summerland,BC,Summerland,5907035.0,49.601216,-119.677714,https://www.statcan.gc.ca/en/lode/databases/odhf
1437,Rosemary Heights Seniors Village,,Nursing and residential care facilities,Province of British Columbia,15240 34th ave surrey bc v3z 2j9,V3Z 2J9,surrey,BC,Surrey,5915004.0,49.0635552,-122.80060060000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1438,Rosemont House,,Nursing and residential care facilities,Province of British Columbia,529 west houston street nelson bc v1l 6c9,V1L 6C9,nelson,BC,Nelson,5903015.0,49.480804,-117.29959199999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1439,Rosewood,,Nursing and residential care facilities,Province of British Columbia,7916 rosewood st burnaby bc v5e 2h3,V5E 2H3,burnaby,BC,Burnaby,5915025.0,49.2279271,-122.93796029999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1440,Rosewood Manor,,Nursing and residential care facilities,Province of British Columbia,6260 blundell rd richmond bc v7c 5c4,V7C 5C4,richmond,BC,Richmond,5915015.0,49.1551041,-123.1553156,https://www.statcan.gc.ca/en/lode/databases/odhf
1441,Roslin House,,Nursing and residential care facilities,Province of British Columbia,1733 highland dr n kelowna bc v1y 4k9,V1Y 4K9,kelowna,BC,Kelowna,5935010.0,49.89229279999999,-119.4585279,https://www.statcan.gc.ca/en/lode/databases/odhf
1442,Ross Road Home,,Nursing and residential care facilities,Province of British Columbia,1680 ross rd north vancouver bc v7j 1v4,V7J 1V4,north vancouver,BC,North Vancouver,5915046.0,49.3362883,-123.02776809999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1443,Rotary Hospice House,,Nursing and residential care facilities,Province of British Columbia,3089 clapperton st prince george bc v2l 5n4,V2L 5N4,prince george,BC,Prince George,5953023.0,53.889563,-122.75596000000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1444,Rotary Manor,,Nursing and residential care facilities,Province of British Columbia,1121 90 ave dawson creek bc v1g 5a3,V1G 5A3,dawson creek,BC,Dawson Creek,5955014.0,55.773403,-120.23466,https://www.statcan.gc.ca/en/lode/databases/odhf
1445,Rote Scheune Acres,,Nursing and residential care facilities,Province of British Columbia,2222 saucier rd kelowna bc v1w 4b8,V1W 4B8,kelowna,BC,Kelowna,5935010.0,49.8231878,-119.4395524,https://www.statcan.gc.ca/en/lode/databases/odhf
1446,Royal Arch Masonic Home,,Nursing and residential care facilities,Province of British Columbia,7850 champlain cres vancouver bc v5s 4c7,V5S 4C7,vancouver,BC,Vancouver,5915022.0,49.213532799999996,-123.0288043,https://www.statcan.gc.ca/en/lode/databases/odhf
1447,Royal Ascot Care Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V5M 1Y1,vancouver,BC,Vancouver,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1448,Royal City Manor,,Nursing and residential care facilities,Province of British Columbia,77 jamieson ct new westminster bc v3l 5p8,V3L 5P8,new westminster,BC,New Westminster,5915029.0,49.2153153,-122.8951618,https://www.statcan.gc.ca/en/lode/databases/odhf
1449,Royal Columbia Medical Clinic,,Ambulatory health care services,Province of British Columbia,107-301 east columbia street new westminster bc v3l 3w5,V3L 3W5,new westminster,BC,New Westminster,5915029.0,49.225627,-122.89288300000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1450,Royal Columbian Hospital,general,Hospitals,Public Health Agency of Canada,330 east columbia st. new westminster bc v3l 3w7,V3L 3W7,new westminster,BC,New Westminster,5915029.0,49.2264136,-122.89163740000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1451,Royal Inland Hospital,general,Hospitals,Public Health Agency of Canada,311 columbia st. kamloops bc v2c 2t1,V2C 2T1,kamloops,BC,Kamloops,5933042.0,50.6701949,-120.3345924,https://www.statcan.gc.ca/en/lode/databases/odhf
1452,Royal Jubilee Hospital,general,Hospitals,Public Health Agency of Canada,1952 bay st. victoria bc v8r 1j8,V8R 1J8,victoria,BC,Victoria,5917034.0,48.432719,-123.3279135,https://www.statcan.gc.ca/en/lode/databases/odhf
1453,Royal Oak House,,Nursing and residential care facilities,Province of British Columbia,780 royal oak ave victoria bc v8x 3t1,V8X 3T1,victoria,BC,Saanich,5917021.0,48.493759600000004,-123.3852606,https://www.statcan.gc.ca/en/lode/databases/odhf
1454,Ruby Willows Health Care Ltd,,Nursing and residential care facilities,Province of British Columbia,6721 238th st langley bc v2y 2h5,V2Y 2H5,langley,BC,Langley,5915001.0,49.124274,-122.565628,https://www.statcan.gc.ca/en/lode/databases/odhf
1455,Ryall Road Residence,,Nursing and residential care facilities,Province of British Columbia,6124 ryall rd duncan bc v9l 2h7,V9L 2H7,duncan,BC,North Cowichan,5919008.0,48.793073,-123.72443,https://www.statcan.gc.ca/en/lode/databases/odhf
1456,Ryz's Supportive Living Services,,Nursing and residential care facilities,Province of British Columbia,404 100 ave dawson creek bc v1g 1v7,V1G 1V7,dawson creek,BC,Dawson Creek,5955014.0,55.7616196,-120.2179821,https://www.statcan.gc.ca/en/lode/databases/odhf
1457,s.u.c.c.e.s.s. Simon k.y. Lee Seniors Care Home,,Nursing and residential care facilities,Province of British Columbia,555 carrall st vancouver bc v6b 2j8,V6B 2J8,vancouver,BC,Vancouver,5915022.0,49.279790000000006,-123.105,https://www.statcan.gc.ca/en/lode/databases/odhf
1458,Saanich House,,Nursing and residential care facilities,Province of British Columbia,5416 saanich avenue powell river bc v8a 4g9,V8A 4G9,powell river,BC,Powell River,5927008.0,49.862878,-124.52162,https://www.statcan.gc.ca/en/lode/databases/odhf
1459,Saanich Peninsula Hospital,general,Hospitals,Public Health Agency of Canada,2166 mount newton x rd. saanichton bc v8m 2b2,V8M 2B2,saanichton,BC,Central Saanich,5917015.0,48.5944724,-123.4105953,https://www.statcan.gc.ca/en/lode/databases/odhf
1460,Saanich Plaza Medical Clinic,,Ambulatory health care services,Province of British Columbia,3544 blanshard street victoria bc v8x 1w3,V8X 1W3,victoria,BC,Saanich,5917021.0,48.456348,-123.374168,https://www.statcan.gc.ca/en/lode/databases/odhf
1461,Safa Medical Clinic,,Ambulatory health care services,Province of British Columbia,5-8948 202nd street langley bc v1m 4a7,V1M 4A7,langley,BC,Langley,5915001.0,49.165841,-122.66240400000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1462,Sage Health Centre,,Nursing and residential care facilities,Province of British Columbia,101 columbia st w kamloops bc v2c 2s7,V2C 2S7,kamloops,BC,Kamloops,5933042.0,50.671283200000005,-120.3418283,https://www.statcan.gc.ca/en/lode/databases/odhf
1463,Saik'Uz First Nation,,Ambulatory health care services,Province of British Columbia,716 patrick street vanderhoof bc v0j 3a1,V0J 3A1,vanderhoof,BC,Stony Creek 1,5951809.0,53.941922999999996,-124.102601,https://www.statcan.gc.ca/en/lode/databases/odhf
1464,Sakura House,,Nursing and residential care facilities,Province of British Columbia,566 schoolhouse st coquitlam bc v3j 5p3,V3J 5P3,coquitlam,BC,Coquitlam,5915034.0,49.253089,-122.85269299999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1465,Salmon Arm Medical Clinic,,Ambulatory health care services,Province of British Columbia,581 hudson avenue ne salmon arm bc v1e 4n8,V1E 4N8,salmon arm,BC,Salmon Arm,5939032.0,50.703316,-119.278208,https://www.statcan.gc.ca/en/lode/databases/odhf
1466,Salvation Army Harbour Light Centre,,Nursing and residential care facilities,Province of British Columbia,119 e cordova st vancouver bc v6a 1k8,V6A 1K8,vancouver,BC,Vancouver,5915022.0,49.282434,-123.101,https://www.statcan.gc.ca/en/lode/databases/odhf
1467,Salveo Medical Clinic,,Ambulatory health care services,Province of British Columbia,2155 ferry avenue prince george bc v2n 5e8,V2N 5E8,prince george,BC,Prince George,5953023.0,53.887457,-122.769326,https://www.statcan.gc.ca/en/lode/databases/odhf
1468,San Miguel,,Nursing and residential care facilities,Province of British Columbia,1860 san miguel rd victoria bc v8n 6g8,V8N 6G8,victoria,BC,Saanich,5917021.0,48.4799073,-123.31663629999998,https://www.statcan.gc.ca/en/lode/databases/odhf
1469,Sandalwood Adult Intensive Care Facility,,Nursing and residential care facilities,Province of British Columbia,2965 westsyde rd kamloops bc v2b 7e7,V2B 7E7,kamloops,BC,Kamloops,5933042.0,50.758396000000005,-120.34860400000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1470,Sandspit Medical Clinic,,Ambulatory health care services,Province of British Columbia,403 copper bay road sandspit bc v0t 1t0,V0T 1T0,sandspit,BC,Skeena-Queen Charlotte E,5947032.0,53.243312,-131.81706499999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1471,Sardis House,,Nursing and residential care facilities,Province of British Columbia,4521 sardis st burnaby bc v5h 1k8,V5H 1K8,burnaby,BC,Burnaby,5915025.0,49.233943100000005,-123.0029902,https://www.statcan.gc.ca/en/lode/databases/odhf
1472,Sardis New Chaffey,,Nursing and residential care facilities,Province of British Columbia,4751 sardis st burnaby bc v5h 1l4,V5H 1L4,burnaby,BC,Burnaby,5915025.0,49.2336902,-122.9968143,https://www.statcan.gc.ca/en/lode/databases/odhf
1473,Scotia Place,,Nursing and residential care facilities,Province of British Columbia,4314 scotia place powell river bc v8a 2x2,V8A 2X2,powell river,BC,Powell River,5927008.0,49.83267120000001,-124.5216544,https://www.statcan.gc.ca/en/lode/databases/odhf
1474,Scott Home,,Nursing and residential care facilities,Province of British Columbia,4830 scott ave terrace bc v8g 2b6,V8G 2B6,terrace,BC,Terrace,5949011.0,54.52367099999999,-128.60342,https://www.statcan.gc.ca/en/lode/databases/odhf
1475,Sea to Sky Walk in Clinic,,Ambulatory health care services,Province of British Columbia,103-40147 glenalder place squamish bc v8b 0g2,V8B 0G2,squamish,BC,Squamish,5931006.0,49.73649,-123.1339,https://www.statcan.gc.ca/en/lode/databases/odhf
1476,Seamount Home,,Nursing and residential care facilities,Province of British Columbia,2056 seamount pl victoria bc v8m 1m7,V8M 1M7,victoria,BC,Central Saanich,5917015.0,48.578205700000005,-123.4142669,https://www.statcan.gc.ca/en/lode/databases/odhf
1478,Selkirk Family Care Home,,Nursing and residential care facilities,Province of British Columbia,1120 selkirk ave kamloops bc v2b 1v6,V2B 1V6,kamloops,BC,Kamloops,5933042.0,50.7035685,-120.3710195,https://www.statcan.gc.ca/en/lode/databases/odhf
1479,Selkirk Place,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V8T 5K7,victoria,BC,Victoria,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1480,Selkirk Seniors Village,,Nursing and residential care facilities,Province of British Columbia,385 waterfront cres victoria bc v8t 0a7,V8T 0A7,victoria,BC,Victoria,5917034.0,48.441914000000004,-123.37798000000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1481,Selkirk Waterfront,,Nursing and residential care facilities,Province of British Columbia,390 waterfront cres victoria bc v8t 5k3,V8T 5K3,victoria,BC,Victoria,5917034.0,48.441484,-123.37761,https://www.statcan.gc.ca/en/lode/databases/odhf
1482,Sentinel House,,Nursing and residential care facilities,Province of British Columbia,8598 sentinel pl north saanich bc v8l 4z7,V8L 4Z7,north saanich,BC,North Saanich,5917005.0,48.6157359,-123.4302095,https://www.statcan.gc.ca/en/lode/databases/odhf
1483,Serenity House,,Nursing and residential care facilities,Province of British Columbia,1311 106 ave dawson creek bc v1g 2p2,V1G 2P2,dawson creek,BC,Dawson Creek,5955014.0,55.756212,-120.23913999999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1484,Seventh Avenue Residence,,Nursing and residential care facilities,Province of British Columbia,32886 7th ave mission bc v2v 2c4,V2V 2C4,mission,BC,Mission,5909056.0,49.1399655,-122.3137395,https://www.statcan.gc.ca/en/lode/databases/odhf
1485,Seymour Health Centre,,Ambulatory health care services,Province of British Columbia,1530 west 7th avenue vancouver bc v6j 1s3,V6J 1S3,vancouver,BC,Vancouver,5915022.0,49.26514,-123.1405,https://www.statcan.gc.ca/en/lode/databases/odhf
1486,Sharondale Lodge,,Nursing and residential care facilities,Province of British Columbia,17826 57th ave surrey bc v3s 1h3,V3S 1H3,surrey,BC,Surrey,5915004.0,49.1062445,-122.73088929999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1487,Shaughnessy Care Centre,,Nursing and residential care facilities,Province of British Columbia,2250 wilson ave port coquitlam bc v3c 1z5,V3C 1Z5,port coquitlam,BC,Port Coquitlam,5915039.0,49.2606033,-122.77990849999999,https://www.statcan.gc.ca/en/lode/databases/odhf
1488,Shaw House,,Nursing and residential care facilities,Province of British Columbia,560 shaw ave coquitlam bc v3k 2r1,V3K 2R1,coquitlam,BC,Coquitlam,5915034.0,49.2437599,-122.8877652,https://www.statcan.gc.ca/en/lode/databases/odhf
1489,Shaw Place,,Nursing and residential care facilities,Province of British Columbia,488 e 41st ave vancouver bc v5w 1p2,V5W 1P2,vancouver,BC,Vancouver,5915022.0,49.2326234,-123.0949923,https://www.statcan.gc.ca/en/lode/databases/odhf
1490,Shelbourne Medical Clinic,,Ambulatory health care services,Province of British Columbia,150-3200 shelbourne street victoria bc v8p 5g8,V8P 5G8,victoria,BC,Saanich,5917021.0,48.448582,-123.333229,https://www.statcan.gc.ca/en/lode/databases/odhf
1491,Shelmarie Rest Home,,Nursing and residential care facilities,Province of British Columbia,630 foul bay rd victoria bc v8s 4h3,V8S 4H3,victoria,BC,Victoria,5917034.0,48.4190982,-123.32483490000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1492,Shiloah,,Nursing and residential care facilities,Province of British Columbia,7401 sussex ave burnaby bc v5j 3v6,V5J 3V6,burnaby,BC,Burnaby,5915025.0,49.2168451,-123.00558970000002,https://www.statcan.gc.ca/en/lode/databases/odhf
1493,Shone House,,Nursing and residential care facilities,Province of British Columbia,4060 shone rd north vancouver bc v7g 2n4,V7G 2N4,north vancouver,BC,North Vancouver,5915046.0,49.3187921,-122.95930320000001,https://www.statcan.gc.ca/en/lode/databases/odhf
1494,Shoreline Medical,,Ambulatory health care services,Province of British Columbia,2a-2379 bevan avenue sidney bc v8l 4m9,V8L 4M9,sidney,BC,Sidney,5917010.0,48.647652,-123.401503,https://www.statcan.gc.ca/en/lode/databases/odhf
1495,Shorncliffe,,Nursing and residential care facilities,Province of British Columbia,5847 medusa street sechelt bc v0n 3a3,V0N 3A3,sechelt,BC,Sechelt,5929011.0,49.474191,-123.765,https://www.statcan.gc.ca/en/lode/databases/odhf
1496,Shorncliffe Intermediate Care Facility,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,V0N 3A0,sechelt,BC,Sechelt,,,,https://www.statcan.gc.ca/en/lode/databases/odhf
1497,Shuswap Lake General Hospital,general,Hospitals,Public Health Agency of Canada,601 - 10 th st. n.e. salmon arm bc v1e 4n6,V1E 4N6,salmon arm,BC,Salmon Arm,5939032.0,50.7045612,-119.2743811,https://www.statcan.gc.ca/en/lode/databases/odhf
