canonical_name,place_type,place_status,health_authority,address,locality,province,postal_code,latitude,longitude,source_label,source_url,verification_status,source_datasets,aliases,notes
Valley Medical Laboratories,diagnostic_facility,multi_site,,,,,,,,Dynacare acquisition notice for Valley Medical Laboratories,https://www.dynacare.ca/latest-updates/patient-updates/dynacare-acquires-valley-medical-laboratories-bc.aspx,verified,bc_msp_blue_book|manual_enrichment,Valley Medical Laboratories,"Imported from MSP Blue Book payee names; address not verified. Seen 5 row(s), 2020/2021 to 2024/2025, total payments $86,093,394.12. Dynacare states Valley Medical Laboratories has a network of 14 locations across the Okanagan Valley; Valley Medical contact page lists a Kelowna head office but the MSP payee is a multi-location laboratory operator"
West Coast Medical Imaging Inc,diagnostic_facility,multi_site,,,,,,,,BC Ministry of Health approved diagnostic facilities - radiology,https://www2.gov.bc.ca/assets/gov/health/practitioner-pro/medical-services-plan/diagnostic-facilities/approved-diagnostic-facilities/dfa_20260527_radiology.pdf,verified,bc_msp_blue_book|manual_enrichment,West Coast Medical Imaging Inc,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $270,784,668.72. Official radiology list shows West Coast Medical Imaging at many approved sites across Burnaby Coquitlam New Westminster Sooke Surrey Vancouver and Victoria; do not force to one point."
123 Walk-in Clinic,clinic,physical_place,,108-2777 gladwin road abbotsford bc v2t 4v1,abbotsford,BC,V2T 4V1,49.051786,-122.315463,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,123 Walk-in Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Abbotsford Village Medical Clinic,clinic,physical_place,,302-2050 sumas way abbotsford bc v2s 2c7,abbotsford,BC,V2S 2C7,49.038729,-122.269714,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Abbotsford Village Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Abby Central Medical and Dental Clinic,clinic,physical_place,,2855 gladwin road abbotsford bc v2t 6y4,abbotsford,BC,V2T 6Y4,49.0541,-122.3176,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Abby Central Medical and Dental Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
ABC MEDICAL CLINIC,clinic,physical_place,,9842 101 Ave,Fort St. John,BC,V1J 2B2,56.2476385,-120.8452216,HealthLinkBC - ABC Medical Clinic,https://www.healthlinkbc.ca/clinic/abc-medical-clinic,verified_source,bc_msp_blue_book|manual_enrichment,ABC Medical Clinic|ABC MEDICAL CLINIC,"Imported from MSP Blue Book payee names; address not verified. Seen 3 row(s), 2018/2019 to 2020/2021, total payments $2,951,517.98. Imported from MSP Blue Book payee names; address not verified. Seen 2 row(s), 2021/2022 to 2022/2023, total payments $2,122,979.01. HealthLinkBC lists ABC Medical Clinic as a family practice clinic at this address. BC Geocoder matched 9842 101 Ave, Fort St. John, BC score=99 precision=CIVIC_NUMBER."
Able Care Medical Clinic,clinic,physical_place,,56-2991 lougheed highway coquitlam bc v3b 6j6,coquitlam,BC,V3B 6J6,49.277419,-122.79502099999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Able Care Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Airport Way Medical Clinic,clinic,physical_place,,5216 Airport Dr,Fort Nelson,BC,V0C 1R0,58.8078641,-122.6948853,HealthLink BC - Airport Way Medical Clinic,https://www.healthlinkbc.ca/find-care/find-health-services/agency/airport-way-medical-clinic,verified,bc_msp_blue_book|manual_enrichment|statcan_odhf,Airport Way Medical Clinic,"Imported from MSP Blue Book payee names; address not verified. Seen 11 row(s), 2014/2015 to 2024/2025, total payments $1,000,833.01. HealthLinkBC agency page lists the same clinic name and address. BC Geocoder matched 5216 Airport Dr, Fort Nelson, BC score=99 precision=CIVIC_NUMBER. Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified)."
Alder Medical Centre,clinic,physical_place,,277 evergreen road campbell river bc v9w 5y4,campbell river,BC,V9W 5Y4,50.007502,-125.24114499999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Alder Medical Centre,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Alder Medical Clinic,clinic,physical_place,,2-575b alder avenue 100 mile house bc v0k 2e1,100 mile house,BC,V0K 2E1,51.6391635,-121.2962013,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Alder Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Allwood Medical Centre,clinic,physical_place,,102-2752 allwood street abbotsford bc v2t 3r7,abbotsford,BC,V2T 3R7,49.051728000000004,-122.31981499999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Allwood Medical Centre,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Ancron Medical Centre,clinic,physical_place,,108-402 baker street nelson bc v1l 4h8,nelson,BC,V1L 4H8,49.491628000000006,-117.294835,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Ancron Medical Centre,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Apple Plaza Walk-in Clinic,clinic,physical_place,,162-1848 main street penticton bc v2a 5h3,penticton,BC,V2A 5H3,49.47786,-119.5822,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Apple Plaza Walk-in Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Aquarius Medical Clinic,clinic,physical_place,,202-179 davie street vancouver bc v6z 2y1,vancouver,BC,V6Z 2Y1,49.273776,-123.120741,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Aquarius Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Archway Community Services,clinic,physical_place,,101-32555 simon avenue abbotsford bc v2t 4y2,abbotsford,BC,V2T 4Y2,49.053349,-122.32308,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Archway Community Services,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Avecina Medical Clinic,clinic,physical_place,,100-5581 204th street langley bc v3a 1z4,langley,BC,V3A 1Z4,49.10429,-122.6567,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Avecina Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Barriere Medical Clinic,clinic,physical_place,,4537 Barriere Town Rd,Barriere,BC,V0E 1E0,51.1802732,-120.1253261,HealthLink BC - Barriere Medical Clinic,https://www.healthlinkbc.ca/clinic/barriere-medical-clinic,verified,bc_msp_blue_book|manual_enrichment,Barriere Medical Clinic,"Imported from MSP Blue Book payee names; address not verified. Seen 1 row(s), 2017/2018 to 2017/2018, total payments $28,634.99. BC Geocoder matched 4537 Barriere Town Rd, Barriere, BC score=99 precision=CIVIC_NUMBER."
Beach Avenue Medical Clinic Inc.,clinic,physical_place,,5848D Beach Ave,Peachland,BC,,49.7728046,-119.7371357,Medimap - Beach Avenue Medical Clinic,https://medimap.ca/clinic/walk-in-clinics/bc/peachland/beach-avenue-medical-clinic,geocoded_needs_review,bc_msp_blue_book|manual_enrichment,Beach Avenue Medical Clinic Inc.,"Imported from MSP Blue Book payee names; address not verified. Seen 2 row(s), 2017/2018 to 2018/2019, total payments $189,165.00. Exact clinic-name match from non-official clinic directory; postal code not provided in source snippet. BC Geocoder matched 5848D Beach Ave, Peachland, BC score=98 precision=BLOCK."
Bella Bella Medical Clinic,clinic,physical_place,,88 waglisla street bella bella bc v0t 1z0,bella bella,BC,V0T 1Z0,52.161196999999994,-128.143155,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Bella Bella Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Bella Coola Medical Clinic,clinic,physical_place,,1025 elcho street bella coola bc v0t 1c0,bella coola,BC,V0T 1C0,52.373495,-126.757077,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Bella Coola Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Beverly Medical Clinic,clinic,physical_place,,201-2763 beverly street duncan bc v9l 6x2,duncan,BC,V9L 6X2,48.785745,-123.708003,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Beverly Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Beyond Health and Medical Centre,clinic,physical_place,,101-19211 fraser highway surrey bc v3s 7c9,surrey,BC,V3S 7C9,49.11913,-122.6903,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Beyond Health and Medical Centre,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Borland Medi-Clinic,clinic,physical_place,,452 borland street williams lake bc v2g 1r7,williams lake,BC,V2G 1R7,52.130092,-122.139779,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Borland Medi-Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Boundary Park Medical Centre,clinic,physical_place,,115-6350 120th street surrey bc v3x 3k1,surrey,BC,V3X 3K1,49.118235,-122.89017199999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Boundary Park Medical Centre,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Brentwood Medical Clinic,clinic,physical_place,,212-4567 lougheed highway burnaby bc v5c 3z6,burnaby,BC,V5C 3Z6,49.26859,-123.0008,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Brentwood Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Brickyard Medical Clinic,clinic,physical_place,,150-17475 56th avenue surrey bc v3s 2x6,surrey,BC,V3S 2X6,49.10453,-122.7394,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Brickyard Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Broadway Station Medical Clinic,clinic,physical_place,,2516 commercial drive vancouver bc v5n 4c2,vancouver,BC,V5N 4C2,49.26194,-123.069626,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Broadway Station Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Burns Lake Medical Clinic,clinic,physical_place,,744 Center St,Burns Lake,BC,V0J 1E0,54.2356547,-125.7589747,Nechako CARES - Burns Lake Medical Clinic,https://nechakocares.org/directory/burns-lake-medical-clinic,geocoded_needs_review,bc_msp_blue_book|manual_enrichment,Burns Lake Medical Clinic,"Imported from MSP Blue Book payee names; address not verified. Seen 6 row(s), 2014/2015 to 2024/2025, total payments $269,419.37. Exact clinic-name match from community resource directory; HealthLinkBC now also lists a Burns Lake Primary Care Clinic. BC Geocoder matched 744 Center St, Burns Lake, BC score=97 precision=CIVIC_NUMBER."
Burnside Family Medical Clinic,clinic,physical_place,,101 burnside west victoria bc v9a 1b7,victoria,BC,V9A 1B7,48.45081,-123.387382,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Burnside Family Medical Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Caledonian Clinic,clinic,physical_place,,6010 brickyard road nanaimo bc v9v 1s5,nanaimo,BC,V9V 1S5,49.234503000000004,-124.026347,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Caledonian Clinic,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Canway Medical Centre,clinic,physical_place,,4695 canada way burnaby bc v5g 1k8,burnaby,BC,V5G 1K8,49.254121999999995,-122.98946000000001,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Canway Medical Centre,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Care Point Medical and Wellness Clinics,clinic,physical_place,,1623 commercial drive vancouver bc v5l 3y3,vancouver,BC,V5L 3Y3,49.270184,-123.06982099999999,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Care Point Medical and Wellness Clinics,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Carefiniti Health Corporation,clinic,physical_place,,101-1277 marine drive north vancouver bc v7p 1t3,north vancouver,BC,V7P 1T3,49.323719,-123.109974,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Carefiniti Health Corporation,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
Caremart Medical,clinic,physical_place,,2929 barnet highway coquitlam bc v3b 5r5,coquitlam,BC,V3B 5R5,49.2809,-122.7989,Statistics Canada Open Database of Healthcare Facilities,https://www.statcan.gc.ca/en/lode/databases/odhf,source_provided_needs_review,statcan_odhf,Caremart Medical,Imported from StatCan ODHF BC export (ODHF type: Ambulatory health care services; source type: unspecified).
